season_number,season,conf,win,loss,wpct,conf_win,conf_loss,conf_wpct,srs,sos,ppg,opp_ppg,ap_pre,ap_highest,ap_final,tournament_outcome,seed,coach,school
24,1999,WAC,10,16,0.385,2,12,0.143,-4,2.52,76.2,80.2,NA,NA,NA,NA,NA,Reggie Minton (10-16),air-force
25,1998,WAC,10,16,0.385,2,12,0.143,-5.45,2.64,68.2,69.7,NA,NA,NA,NA,NA,Reggie Minton (10-16),air-force
26,1997,WAC,7,19,0.269,2,14,0.125,-4.91,1.18,67.9,72.1,NA,NA,NA,NA,NA,Reggie Minton (7-19),air-force
27,1996,WAC,5,23,0.179,1,17,0.056,-5.62,5.05,67.1,74.6,NA,NA,NA,NA,NA,Reggie Minton (5-23),air-force
28,1995,WAC,8,20,0.286,4,14,0.222,-3.61,4.77,67.2,72.5,NA,NA,NA,NA,NA,Reggie Minton (8-20),air-force
29,1994,WAC,8,18,0.308,3,15,0.167,-6.61,2.39,69.7,74,NA,NA,NA,NA,NA,Reggie Minton (8-18),air-force
30,1993,WAC,9,19,0.321,3,15,0.167,-7.45,2.05,65.5,70.9,NA,NA,NA,NA,NA,Reggie Minton (9-19),air-force
31,1992,WAC,9,20,0.31,3,13,0.188,-6.82,1.86,62.7,69.6,NA,NA,NA,NA,NA,Reggie Minton (9-20),air-force
32,1991,WAC,9,20,0.31,2,14,0.125,-7.77,0.59,59.6,65.7,NA,NA,NA,NA,NA,Reggie Minton (9-20),air-force
1,2022,MAC,24,10,0.706,14,6,0.7,0.92,-3.93,70.6,62.6,NA,NA,NA,Lost First Round,13,John Groce (24-10),akron
2,2021,MAC,15,8,0.652,12,6,0.667,1.85,-1.96,78.2,72.2,NA,NA,NA,NA,NA,John Groce (15-8),akron
3,2020,MAC,24,7,0.774,14,4,0.778,7.15,-0.4,75.7,66.5,NA,NA,NA,NA,NA,John Groce (24-7),akron
4,2019,MAC,17,16,0.515,8,10,0.444,4.86,1.09,68.8,63.8,NA,NA,NA,NA,NA,John Groce (17-16),akron
5,2018,MAC,14,18,0.438,6,12,0.333,-6.82,-1.92,71.8,75.3,NA,NA,NA,NA,NA,John Groce (14-18),akron
6,2017,MAC,27,9,0.75,14,4,0.778,3.59,-1.21,77,70.8,NA,NA,NA,NA,NA,Keith Dambrot (27-9),akron
7,2016,MAC,26,9,0.743,13,5,0.722,5.55,-1.24,76.6,68,NA,NA,NA,NA,NA,Keith Dambrot (26-9),akron
8,2015,MAC,21,14,0.6,9,9,0.5,3.65,-0.47,68.1,62.9,NA,NA,NA,NA,NA,Keith Dambrot (21-14),akron
9,2014,MAC,21,13,0.618,12,6,0.667,1.16,-0.48,68.6,66.9,NA,NA,NA,NA,NA,Keith Dambrot (21-13),akron
10,2013,MAC,26,7,0.788,14,2,0.875,8.12,0.18,71.8,62.8,NA,NA,NA,Lost Second Round,12,Keith Dambrot (26-7),akron
11,2012,MAC,22,12,0.647,13,3,0.813,6.33,0.72,72.2,65.9,NA,NA,NA,NA,NA,Keith Dambrot (22-12),akron
12,2011,MAC,23,13,0.639,9,7,0.563,2.15,-1.02,70.1,65.7,NA,NA,NA,Lost Second Round,15,Keith Dambrot (23-13),akron
13,2010,MAC,24,11,0.686,12,4,0.75,2.82,-1.5,70.6,65.5,NA,NA,NA,NA,NA,Keith Dambrot (24-11),akron
14,2009,MAC,23,13,0.639,10,6,0.625,3.37,-2.01,66.8,60.3,NA,NA,NA,Lost First Round,13,Keith Dambrot (23-13),akron
15,2008,MAC,24,11,0.686,11,5,0.688,6.24,0.33,70.8,63.8,NA,NA,NA,NA,NA,Keith Dambrot (24-11),akron
16,2007,MAC,26,7,0.788,13,3,0.813,10.9,-1.9,75.3,61,NA,NA,NA,NA,NA,Keith Dambrot (26-7),akron
17,2006,MAC,23,10,0.697,14,4,0.778,5,0.13,72.9,66.1,NA,NA,NA,NA,NA,Keith Dambrot (23-10),akron
18,2005,MAC,19,10,0.655,11,7,0.611,7.03,1.68,71.8,65.6,NA,NA,NA,NA,NA,Keith Dambrot (19-10),akron
19,2004,MAC,13,15,0.464,7,11,0.389,-0.38,0.01,71.8,72.1,NA,NA,NA,NA,NA,Dan Hipsher (13-15),akron
20,2003,MAC,14,14,0.5,9,9,0.5,-0.8,-1.43,78.6,77,NA,NA,NA,NA,NA,Dan Hipsher (14-14),akron
21,2002,MAC,10,21,0.323,5,13,0.278,-4.83,0.37,69.5,74.3,NA,NA,NA,NA,NA,Dan Hipsher (10-21),akron
22,2001,MAC,12,16,0.429,9,9,0.5,-3.09,1.66,67.9,72.6,NA,NA,NA,NA,NA,Dan Hipsher (12-16),akron
23,2000,MAC,17,11,0.607,11,7,0.611,3.44,1.32,75.9,71.8,NA,NA,NA,NA,NA,Dan Hipsher (17-11),akron
24,1999,MAC,18,9,0.667,12,6,0.667,5.09,1.06,75.2,70.6,NA,NA,NA,NA,NA,Dan Hipsher (18-9),akron
25,1998,MAC,17,10,0.63,13,5,0.722,5.57,-0.66,75.3,67.6,NA,NA,NA,NA,NA,Dan Hipsher (17-10),akron
26,1997,MAC,8,18,0.308,6,12,0.333,-1.18,0.98,70.5,71.9,NA,NA,NA,NA,NA,Dan Hipsher (8-18),akron
27,1996,MAC,3,23,0.115,0,18,0,-11.16,2.52,62.7,75,NA,NA,NA,NA,NA,Dan Hipsher (3-23),akron
28,1995,MAC,8,18,0.308,4,14,0.222,-7.2,0.96,60.2,67.8,NA,NA,NA,NA,NA,Coleman Crawford (8-18),akron
29,1994,MAC,8,18,0.308,2,16,0.111,-8.15,-2.23,61.6,66.4,NA,NA,NA,NA,NA,Coleman Crawford (8-18),akron
30,1993,MAC,8,18,0.308,3,15,0.167,-10.69,-5.06,62.1,65.7,NA,NA,NA,NA,NA,Coleman Crawford (8-18),akron
31,1992,Mid-Cont,16,12,0.571,10,6,0.625,-5.77,-4.14,69,70.3,NA,NA,NA,NA,NA,Coleman Crawford (16-12),akron
32,1991,Mid-Cont,15,13,0.536,6,10,0.375,-3.28,-3.68,68.5,67.4,NA,NA,NA,NA,NA,Coleman Crawford (15-13),akron
1,2022,SWAC,12,18,0.4,10,8,0.556,-14.42,-8.86,61.4,67,NA,NA,NA,NA,NA,Dylan Howard (12-18),alabama-am
2,2021,SWAC,6,9,0.4,4,9,0.308,-18.86,-14.99,63.3,67.2,NA,NA,NA,NA,NA,Dylan Howard (6-9),alabama-am
3,2020,SWAC,8,22,0.267,5,13,0.278,-18.88,-8.85,61.5,71.5,NA,NA,NA,NA,NA,Dylan Howard (8-22),alabama-am
4,2019,SWAC,5,27,0.156,4,14,0.222,-19.23,-8.38,60.6,71.4,NA,NA,NA,NA,NA,Dylan Howard (5-27),alabama-am
5,2018,SWAC,3,28,0.097,3,15,0.167,-23.97,-8.04,60.4,76.4,NA,NA,NA,NA,NA,Donnie Marsh (3-28),alabama-am
6,2017,SWAC,2,27,0.069,2,16,0.111,-26.99,-11.09,61.9,77.8,NA,NA,NA,NA,NA,Willie Hayes (2-27),alabama-am
7,2016,SWAC,11,18,0.379,6,12,0.333,-13.47,-10.75,68.1,70.4,NA,NA,NA,NA,NA,Willie Hayes (11-18),alabama-am
8,2015,SWAC,9,20,0.31,8,10,0.444,-17.15,-9.62,62,68.6,NA,NA,NA,NA,NA,Willie Hayes (9-20),alabama-am
9,2014,SWAC,14,16,0.467,10,8,0.556,-13.86,-10.58,64.5,67,NA,NA,NA,NA,NA,Willie Hayes (14-16),alabama-am
10,2013,SWAC,11,20,0.355,6,12,0.333,-18.41,-9.82,63.1,69.7,NA,NA,NA,NA,NA,Willie Hayes (11-20),alabama-am
11,2012,SWAC,7,21,0.25,5,13,0.278,-19.33,-10.79,63,70.1,NA,NA,NA,NA,NA,Willie Hayes (7-21),alabama-am
12,2011,SWAC,13,15,0.464,10,8,0.556,-15.19,-11.75,64.6,66.8,NA,NA,NA,NA,NA,Vann Pettaway (13-15),alabama-am
13,2010,SWAC,11,16,0.407,8,10,0.444,-20.19,-13.71,65.9,69.7,NA,NA,NA,NA,NA,Vann Pettaway (11-16),alabama-am
14,2009,SWAC,8,19,0.296,6,12,0.333,-19.72,-11.63,65.2,72.4,NA,NA,NA,NA,NA,Vann Pettaway (8-19),alabama-am
15,2008,SWAC,14,15,0.483,11,7,0.611,-16.14,-12.97,65.9,67.3,NA,NA,NA,NA,NA,Vann Pettaway (14-15),alabama-am
16,2007,SWAC,10,20,0.333,4,14,0.222,-23.55,-12.38,61.9,68.4,NA,NA,NA,NA,NA,Vann Pettaway (10-20),alabama-am
17,2006,SWAC,13,13,0.5,11,7,0.611,-9.12,-10.43,73.7,72,NA,NA,NA,NA,NA,Vann Pettaway (13-13),alabama-am
18,2005,SWAC,18,14,0.563,12,6,0.667,-11.96,-12.86,69.7,67.8,NA,NA,NA,Lost Opening Round,16,Vann Pettaway (18-14),alabama-am
19,2004,SWAC,13,17,0.433,9,9,0.5,-15.88,-12.3,70.4,74,NA,NA,NA,NA,NA,Vann Pettaway (13-17),alabama-am
20,2003,SWAC,8,19,0.296,4,14,0.222,-16.71,-11.83,72.7,76.7,NA,NA,NA,NA,NA,Vann Pettaway (8-19),alabama-am
21,2002,SWAC,19,10,0.655,12,6,0.667,-11.32,-15.8,79.9,73.2,NA,NA,NA,NA,NA,Vann Pettaway (19-10),alabama-am
22,2001,SWAC,17,11,0.607,13,5,0.722,-13.45,-11.93,73.4,74.6,NA,NA,NA,NA,NA,Vann Pettaway (17-11),alabama-am
23,2000,SWAC,18,10,0.643,14,4,0.778,-12.27,-12.07,75.9,70.9,NA,NA,NA,NA,NA,Vann Pettaway (18-10),alabama-am
1,2022,SEC,19,14,0.576,9,9,0.5,14.63,11.6,79.5,76.5,14,6,NA,Lost First Round,6,Nate Oats (19-14),alabama
2,2021,SEC,26,7,0.788,16,2,0.889,19.58,10.01,79.7,70.1,NA,5,5,Lost Regional Semifinal,2,Nate Oats (26-7),alabama
3,2020,SEC,16,15,0.516,8,10,0.444,11.12,8.12,82,79,NA,NA,NA,NA,NA,Nate Oats (16-15),alabama
4,2019,SEC,18,16,0.529,8,10,0.444,9.45,9.01,72,71.6,NA,NA,NA,NA,NA,Avery Johnson (18-16),alabama
5,2018,SEC,20,16,0.556,8,10,0.444,12.34,10.64,72.3,70.6,NA,24,NA,Lost Second Round,9,Avery Johnson (20-16),alabama
6,2017,SEC,19,15,0.559,10,8,0.556,11.29,7.47,68.5,64.7,NA,NA,NA,NA,NA,Avery Johnson (19-15),alabama
7,2016,SEC,18,15,0.545,8,10,0.444,7.14,8.62,66.5,67.9,NA,NA,NA,NA,NA,Avery Johnson (18-15),alabama
8,2015,SEC,19,15,0.559,8,10,0.444,10.52,8.09,67.1,64.1,NA,NA,NA,NA,NA,"Anthony Grant (18-14), John Brannen (1-1)",alabama
9,2014,SEC,13,19,0.406,7,11,0.389,8.34,8.88,67.8,67.2,NA,NA,NA,NA,NA,Anthony Grant (13-19),alabama
10,2013,SEC,23,13,0.639,12,6,0.667,9.82,5.96,63,58.4,NA,NA,NA,NA,NA,Anthony Grant (23-13),alabama
11,2012,SEC,21,12,0.636,9,7,0.563,13.76,7.18,64.7,58.1,19,12,NA,Lost Second Round,9,Anthony Grant (21-12),alabama
12,2011,SEC,25,12,0.676,12,4,0.75,11.7,4.27,66.8,59.4,NA,NA,NA,NA,NA,Anthony Grant (25-12),alabama
13,2010,SEC,17,15,0.531,6,10,0.375,10.34,6.62,68.5,64.8,NA,NA,NA,NA,NA,Anthony Grant (17-15),alabama
14,2009,SEC,18,14,0.563,7,9,0.438,5.49,3.99,73.4,70.4,NA,NA,NA,NA,NA,"Mark Gottfried (12-7), Philip Pearson (6-7)",alabama
15,2008,SEC,17,16,0.515,5,11,0.313,8.12,5.7,75.3,72.8,NA,NA,NA,NA,NA,Mark Gottfried (17-16),alabama
16,2007,SEC,20,12,0.625,7,9,0.438,10.81,6.24,74,69.5,11,4,NA,NA,NA,Mark Gottfried (20-12),alabama
17,2006,SEC,18,13,0.581,10,6,0.625,10.79,8.08,70.3,67.5,15,15,NA,Lost Second Round,10,Mark Gottfried (18-13),alabama
18,2005,SEC,24,8,0.75,12,4,0.75,16.75,6.81,75.8,65.1,18,11,21,Lost First Round,5,Mark Gottfried (24-8),alabama
19,2004,SEC,20,13,0.606,8,8,0.5,14.29,10.2,72.1,68,NA,NA,NA,Lost Regional Final,8,Mark Gottfried (20-13),alabama
20,2003,SEC,17,12,0.586,7,9,0.438,13.36,9.4,69,65.1,8,1,NA,Lost First Round,10,Mark Gottfried (17-12),alabama
21,2002,SEC,27,8,0.771,12,4,0.75,16.93,7.67,75.9,66.7,24,5,8,Lost Second Round,2,Mark Gottfried (27-8),alabama
22,2001,SEC,25,11,0.694,8,8,0.5,14.04,6.29,76.7,68.9,NA,14,NA,NA,NA,Mark Gottfried (25-11),alabama
23,2000,SEC,13,16,0.448,6,10,0.375,7.44,7.62,72.2,72.4,NA,NA,NA,NA,NA,Mark Gottfried (13-16),alabama
24,1999,SEC,17,15,0.531,6,10,0.375,5.85,6.79,67,68,NA,NA,NA,NA,NA,Mark Gottfried (17-15),alabama
25,1998,SEC,15,16,0.484,6,10,0.375,7.74,6.47,69.9,69,NA,NA,NA,NA,NA,David Hobbs (15-16),alabama
26,1997,SEC,17,14,0.548,6,10,0.375,9.75,6.12,69.9,64.7,NA,19,NA,NA,NA,David Hobbs (17-14),alabama
27,1996,SEC,19,13,0.594,9,7,0.563,6.99,6.11,72,71.1,NA,NA,NA,NA,NA,David Hobbs (19-13),alabama
28,1995,SEC,23,10,0.697,10,6,0.625,15.5,6.62,73,64.1,18,18,20,Lost Second Round,5,David Hobbs (23-10),alabama
29,1994,SEC,20,10,0.667,12,4,0.75,10.28,6.15,73.6,69.5,NA,NA,NA,Lost Second Round,9,David Hobbs (20-10),alabama
30,1993,SEC,16,13,0.552,7,9,0.438,9.66,7.83,75.6,73.7,NA,NA,NA,NA,NA,David Hobbs (16-13),alabama
31,1992,SEC,26,9,0.743,10,6,0.625,13.53,7.3,78.2,72,17,9,13,Lost Second Round,5,Wimp Sanderson (26-9),alabama
32,1991,SEC,23,10,0.697,12,6,0.667,14.3,8.7,78.2,72.6,7,6,19,Lost Regional Semifinal,4,Wimp Sanderson (23-10),alabama
1,2022,SWAC,10,21,0.323,8,10,0.444,-12.05,-5.45,69.7,75.2,NA,NA,NA,NA,NA,Mo Williams (10-21),alabama-state
2,2021,SWAC,4,14,0.222,4,14,0.222,-24.28,-16.95,64.2,71.6,NA,NA,NA,NA,NA,Mo Williams (4-14),alabama-state
3,2020,SWAC,8,24,0.25,7,11,0.389,-16.15,-6.53,61.4,71,NA,NA,NA,NA,NA,Lewis Jackson (8-24),alabama-state
4,2019,SWAC,12,19,0.387,9,9,0.5,-15.6,-7.84,67.3,72.1,NA,NA,NA,NA,NA,Lewis Jackson (12-19),alabama-state
5,2018,SWAC,8,23,0.258,8,10,0.444,-18.56,-8.62,68.7,78.6,NA,NA,NA,NA,NA,Lewis Jackson (8-23),alabama-state
6,2017,SWAC,8,23,0.258,6,12,0.333,-19.75,-10.75,65.9,74.4,NA,NA,NA,NA,NA,Lewis Jackson (8-23),alabama-state
7,2016,SWAC,14,17,0.452,9,9,0.5,-13.11,-9.35,71.5,74.5,NA,NA,NA,NA,NA,Lewis Jackson (14-17),alabama-state
8,2015,SWAC,19,10,0.655,14,4,0.778,-8.97,-12.71,72.1,66.8,NA,NA,NA,NA,NA,Lewis Jackson (19-10),alabama-state
9,2014,SWAC,19,13,0.594,12,6,0.667,-12.84,-11.4,70.8,69.5,NA,NA,NA,NA,NA,Lewis Jackson (19-13),alabama-state
10,2013,SWAC,10,22,0.313,8,10,0.444,-17.9,-9.03,61.8,69.7,NA,NA,NA,NA,NA,Lewis Jackson (10-22),alabama-state
11,2012,SWAC,12,19,0.387,9,9,0.5,-15.79,-9.96,59.4,64.4,NA,NA,NA,NA,NA,Lewis Jackson (12-19),alabama-state
12,2011,SWAC,17,18,0.486,11,7,0.611,-13.37,-10.31,61.3,63.8,NA,NA,NA,Lost First Round,16,Lewis Jackson (17-18),alabama-state
13,2010,SWAC,16,15,0.516,12,6,0.667,-14.41,-12.02,64.5,65.9,NA,NA,NA,NA,NA,Lewis Jackson (16-15),alabama-state
14,2009,SWAC,22,10,0.688,16,2,0.889,-6.13,-11.2,68.8,63.3,NA,NA,NA,Lost Opening Round,16,Lewis Jackson (22-10),alabama-state
15,2008,SWAC,20,11,0.645,15,3,0.833,-7.73,-12.7,71,65,NA,NA,NA,NA,NA,Lewis Jackson (20-11),alabama-state
16,2007,SWAC,10,20,0.333,8,10,0.444,-17.9,-11.54,60.9,66.9,NA,NA,NA,NA,NA,Lewis Jackson (10-20),alabama-state
17,2006,SWAC,12,18,0.4,10,8,0.556,-12.98,-8.58,66.2,70.6,NA,NA,NA,NA,NA,Lewis Jackson (12-18),alabama-state
18,2005,SWAC,15,15,0.5,11,7,0.611,-15,-11.66,58,61.3,NA,NA,NA,NA,NA,Rob Spivery (15-15),alabama-state
19,2004,SWAC,16,15,0.516,11,7,0.611,-11.1,-10.78,61.4,61.7,NA,NA,NA,Lost First Round,16,Rob Spivery (16-15),alabama-state
20,2003,SWAC,14,15,0.483,11,7,0.611,-10.33,-10,64.1,63.7,NA,NA,NA,NA,NA,Rob Spivery (14-15),alabama-state
21,2002,SWAC,19,13,0.594,12,6,0.667,-13.25,-14.14,65.5,64.6,NA,NA,NA,NA,NA,Rob Spivery (19-13),alabama-state
22,2001,SWAC,22,9,0.71,15,3,0.833,-8.99,-13.74,68.9,63.9,NA,NA,NA,Lost First Round,16,Rob Spivery (22-9),alabama-state
23,2000,SWAC,13,15,0.464,10,8,0.556,-16.56,-12.35,66.7,69,NA,NA,NA,NA,NA,Rob Spivery (13-15),alabama-state
24,1999,SWAC,11,16,0.407,8,8,0.5,-15.25,-9.77,67.2,70,NA,NA,NA,NA,NA,Rob Spivery (11-16),alabama-state
25,1998,SWAC,11,17,0.393,6,10,0.375,-16.77,-10.27,68.4,73.8,NA,NA,NA,NA,NA,Rob Spivery (11-17),alabama-state
26,1997,SWAC,8,21,0.276,5,9,0.357,-21.8,-8.34,65.5,79.9,NA,NA,NA,NA,NA,Rob Spivery (8-21),alabama-state
27,1996,SWAC,8,19,0.296,5,9,0.357,-23.42,-12.79,73.9,82.4,NA,NA,NA,NA,NA,John L. Williams (9-18),alabama-state
28,1995,SWAC,11,15,0.423,8,6,0.571,-15.92,-8.33,80.8,86.4,NA,NA,NA,NA,NA,James Oliver (11-15),alabama-state
29,1994,SWAC,19,10,0.655,10,4,0.714,-8.28,-12.04,84.3,80.3,NA,NA,NA,NA,NA,James Oliver (19-10),alabama-state
30,1993,SWAC,14,13,0.519,9,5,0.643,-8.49,-9.7,88.1,84.7,NA,NA,NA,NA,NA,James Oliver (14-13),alabama-state
31,1992,SWAC,14,14,0.5,8,6,0.571,-9.2,-9.95,88.3,85,NA,NA,NA,NA,NA,James Oliver (14-14),alabama-state
32,1991,SWAC,18,11,0.621,7,5,0.583,-8.16,-11.12,91.6,87.8,NA,NA,NA,NA,NA,James Oliver (18-11),alabama-state
1,2022,AEC,13,18,0.419,9,9,0.5,-9.8,-5.77,61.8,65.9,NA,NA,NA,NA,NA,Dwayne Killings (13-18),albany-ny
2,2021,AEC,7,9,0.438,6,6,0.5,-4.53,-5.22,69.4,68.7,NA,NA,NA,NA,NA,Will Brown (7-9),albany-ny
3,2020,AEC,14,18,0.438,7,9,0.438,-8.78,-5.91,66.5,68.4,NA,NA,NA,NA,NA,Will Brown (14-18),albany-ny
4,2019,AEC,12,20,0.375,7,9,0.438,-9.38,-6.7,67.2,69.3,NA,NA,NA,NA,NA,Will Brown (12-20),albany-ny
5,2018,AEC,22,10,0.688,10,6,0.625,0.02,-5.4,74.2,68.2,NA,NA,NA,NA,NA,Will Brown (22-10),albany-ny
6,2017,AEC,21,14,0.6,10,6,0.625,-0.16,-4.69,71.3,65.7,NA,NA,NA,NA,NA,Will Brown (21-14),albany-ny
7,2016,AEC,24,9,0.727,13,3,0.813,0.93,-7.57,75.6,66.1,NA,NA,NA,NA,NA,Will Brown (24-9),albany-ny
8,2015,AEC,24,9,0.727,15,1,0.938,-0.34,-5.18,65.3,60.5,NA,NA,NA,Lost Second Round,14,Will Brown (24-9),albany-ny
9,2014,AEC,19,15,0.559,9,7,0.563,-3.31,-5.22,65.9,63.9,NA,NA,NA,Lost Second Round,16,Will Brown (19-15),albany-ny
10,2013,AEC,24,11,0.686,9,7,0.563,-0.86,-4.51,64.3,60.7,NA,NA,NA,Lost Second Round,15,Will Brown (24-11),albany-ny
11,2012,AEC,19,15,0.559,9,7,0.563,-3.92,-6.92,72.1,69.1,NA,NA,NA,NA,NA,Will Brown (19-15),albany-ny
12,2011,AEC,16,16,0.5,9,7,0.563,-7.05,-5.96,62.9,64,NA,NA,NA,NA,NA,Will Brown (16-16),albany-ny
13,2010,AEC,7,25,0.219,2,14,0.125,-11.94,-5.53,62.7,69.1,NA,NA,NA,NA,NA,Will Brown (7-25),albany-ny
14,2009,AEC,15,16,0.484,6,10,0.375,-6.63,-4.11,64,65.7,NA,NA,NA,NA,NA,Will Brown (15-16),albany-ny
15,2008,AEC,15,15,0.5,10,6,0.625,-4.05,-5.92,68.3,66.4,NA,NA,NA,NA,NA,Will Brown (15-15),albany-ny
16,2007,AEC,23,10,0.697,13,3,0.813,-1.6,-4.75,67.9,65.1,NA,NA,NA,Lost First Round,13,Will Brown (23-10),albany-ny
17,2006,AEC,21,11,0.656,13,3,0.813,-0.44,-4.25,68.6,64.5,NA,NA,NA,Lost First Round,16,Will Brown (21-11),albany-ny
18,2005,AEC,13,15,0.464,9,9,0.5,-2.63,-5.31,67.4,64.7,NA,NA,NA,NA,NA,Will Brown (13-15),albany-ny
19,2004,AEC,5,23,0.179,3,15,0.167,-15.33,-7.47,57.9,65.8,NA,NA,NA,NA,NA,Will Brown (5-23),albany-ny
20,2003,AEC,7,21,0.25,3,13,0.188,-14.87,-5.09,65.9,75.7,NA,NA,NA,NA,NA,Will Brown (7-21),albany-ny
21,2002,AEC,8,20,0.286,5,11,0.313,-16.99,-8.85,56.9,65,NA,NA,NA,NA,NA,"Scott Beeten (1-7), Will Brown (7-13)",albany-ny
22,2001,Ind,6,22,0.214,NA,NA,NA,-18.86,-8.66,68.9,77.5,NA,NA,NA,NA,NA,Scott Beeten (6-22),albany-ny
23,2000,Ind,11,17,0.393,NA,NA,NA,-15.51,-9.59,65.3,68.6,NA,NA,NA,NA,NA,Scott Hicks (11-17),albany-ny
1,2022,SWAC,17,17,0.5,14,4,0.778,-8.67,-4.11,66.5,71.1,NA,NA,NA,NA,NA,Landon Bussie (17-17),alcorn-state
2,2021,SWAC,6,13,0.316,6,7,0.462,-19.58,-10.06,66.1,75.6,NA,NA,NA,NA,NA,Landon Bussie (6-13),alcorn-state
3,2020,SWAC,15,15,0.5,11,7,0.611,-14.64,-9.64,75,73.2,NA,NA,NA,NA,NA,Montez Robinson (15-15),alcorn-state
4,2019,SWAC,10,21,0.323,6,12,0.333,-22.08,-8.97,64.4,70.8,NA,NA,NA,NA,NA,Montez Robinson (10-21),alcorn-state
5,2018,SWAC,11,21,0.344,7,11,0.389,-18.07,-8.6,70.1,74.6,NA,NA,NA,NA,NA,Montez Robinson (11-21),alcorn-state
6,2017,SWAC,18,14,0.563,13,5,0.722,-12.33,-10.95,69.4,68,NA,NA,NA,NA,NA,Montez Robinson (18-14),alcorn-state
7,2016,SWAC,15,15,0.5,13,5,0.722,-16.01,-9.94,67.1,72.1,NA,NA,NA,NA,NA,Montez Robinson (15-15),alcorn-state
8,2015,SWAC,6,26,0.188,4,14,0.222,-20.75,-9.95,64.6,74.3,NA,NA,NA,NA,NA,Luther Riley (6-26),alcorn-state
9,2014,SWAC,12,19,0.387,9,9,0.5,-15.95,-9.27,64,67.8,NA,NA,NA,NA,NA,Luther Riley (12-19),alcorn-state
10,2013,SWAC,10,24,0.294,8,10,0.444,-14.27,-7.11,60.4,66.1,NA,NA,NA,NA,NA,Luther Riley (10-24),alcorn-state
11,2012,SWAC,10,22,0.313,6,12,0.333,-19.57,-10.61,60.2,67.1,NA,NA,NA,NA,NA,Luther Riley (10-22),alcorn-state
12,2011,SWAC,4,24,0.143,4,14,0.222,-23.02,-8.02,65.6,80.6,NA,NA,NA,NA,NA,Larry Smith (4-24),alcorn-state
13,2010,SWAC,2,29,0.065,2,16,0.111,-30.36,-9,60.6,82,NA,NA,NA,NA,NA,Larry Smith (2-29),alcorn-state
14,2009,SWAC,6,25,0.194,4,14,0.222,-25.55,-10.26,69.5,83.5,NA,NA,NA,NA,NA,Larry Smith (6-25),alcorn-state
15,2008,SWAC,7,24,0.226,6,12,0.333,-23.12,-11.47,67.7,78.9,NA,NA,NA,NA,NA,Samuel West (7-24),alcorn-state
16,2007,SWAC,11,19,0.367,10,8,0.556,-22.48,-13.23,67.1,75.5,NA,NA,NA,NA,NA,Samuel West (11-19),alcorn-state
17,2006,SWAC,8,20,0.286,8,10,0.444,-15.11,-8.03,66,73.1,NA,NA,NA,NA,NA,Samuel West (8-20),alcorn-state
18,2005,SWAC,7,22,0.241,6,12,0.333,-23.6,-11.31,57.8,69.5,NA,NA,NA,NA,NA,Samuel West (7-22),alcorn-state
19,2004,SWAC,11,18,0.379,9,9,0.5,-20.17,-11.79,64,72.3,NA,NA,NA,NA,NA,Samuel West (11-18),alcorn-state
20,2003,SWAC,14,19,0.424,10,8,0.556,-12.39,-8.36,69.1,73.1,NA,NA,NA,NA,NA,Davey Whitney (14-19),alcorn-state
21,2002,SWAC,21,10,0.677,16,2,0.889,-11.27,-14.17,79.8,76.6,NA,NA,NA,Lost Opening Round,16,Davey Whitney (21-10),alcorn-state
22,2001,SWAC,15,15,0.5,13,5,0.722,-12.2,-10.9,74.8,76.1,NA,NA,NA,NA,NA,Davey Whitney (15-15),alcorn-state
23,2000,SWAC,19,10,0.655,15,3,0.833,-9.89,-11.6,74.5,70.2,NA,NA,NA,NA,NA,Davey Whitney (19-10),alcorn-state
24,1999,SWAC,23,7,0.767,14,2,0.875,-2.76,-10.43,75.8,66.8,NA,NA,NA,Lost First Round,15,Davey Whitney (23-7),alcorn-state
25,1998,SWAC,12,15,0.444,8,8,0.5,-12.49,-8.28,73.9,75.6,NA,NA,NA,NA,NA,Davey Whitney (12-15),alcorn-state
26,1997,SWAC,11,17,0.393,8,6,0.571,-15.53,-10.16,72.2,76.4,NA,NA,NA,NA,NA,Davey Whitney (11-17),alcorn-state
27,1996,SWAC,10,15,0.4,7,7,0.5,-18.2,-9.2,77.7,83.5,NA,NA,NA,NA,NA,Sam Weaver (10-15),alcorn-state
28,1995,SWAC,7,19,0.269,4,10,0.286,-18.09,-9.22,81.9,87.8,NA,NA,NA,NA,NA,Sam Weaver (7-19),alcorn-state
29,1994,SWAC,3,24,0.111,3,11,0.214,-24.72,-8.76,74.6,89.3,NA,NA,NA,NA,NA,Sam Weaver (3-24),alcorn-state
30,1993,SWAC,7,20,0.259,5,9,0.357,-11.04,-4.58,79,85.7,NA,NA,NA,NA,NA,Lonnie Walker (7-20),alcorn-state
31,1992,SWAC,15,14,0.517,8,6,0.571,-11.69,-10.3,82.3,83.6,NA,NA,NA,NA,NA,Lonnie Walker (15-14),alcorn-state
32,1991,SWAC,8,21,0.276,3,9,0.25,-17.75,-9.68,80.3,88.4,NA,NA,NA,NA,NA,Lonnie Walker (8-21),alcorn-state
1,2022,Patriot,10,22,0.313,5,13,0.278,-15.38,-7.91,63.5,70.9,NA,NA,NA,NA,NA,Mike Brennan (10-22),american
2,2021,Patriot,4,6,0.4,4,5,0.444,-6.32,-1.82,69.1,73.6,NA,NA,NA,NA,NA,Mike Brennan (4-6),american
